ItemNumber, cla_maj_femi, qtd_maj_femi, cla_maj_masc, qtd_maj_masc, f1_class, f2_class, f3_class, f4_class, m1_class, m2_class, m3_class, m4_class, f1_tempo, f2_tempo, f3_tempo, f4_tempo, m1_tempo, m2_tempo, m3_tempo, m4_tempo
       143, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, neutra  , negativa, negativa, negativa, positiva,    4.269,    7.861,    3.615,    5.045,    3.335,    0.548,    3.599,   13.718
       144, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, negativa, negativa, positiva,    4.136,    9.316,    1.665,    4.193,    2.723,    0.489,    2.751,    2.32
       145, positiva    ,            3, positiva    ,            3, positiva, positiva, neutra  , positiva, positiva, negativa, positiva, positiva,    5.205,    5.888,    1.961,    5.794,    3.183,    0.426,    2.639,    1.907
       146, positiva    ,            4, positiva    ,            2, positiva, positiva, positiva, positiva, positiva, neutra  , positiva, negativa,    7.605,   17.066,    3.219,    6.241,    6.859,    0.696,    3.608,    4.971
       147, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, neutra  , positiva, positiva,    4.953,    4.17 ,    1.879,    4.174,    2.991,    0.382,    2.84 ,    4.315
       148, neutra      ,            4, positiva    ,            2, neutra  , neutra  , neutra  , neutra  , neutra  , positiva, negativa, positiva,    8.274,   10.122,    3.304,    7.414,   10.505,    0.526,    3.582,    2.685
       149, neutra      ,            3, positiva    ,            3, neutra  , neutra  , positiva, neutra  , neutra  , positiva, positiva, positiva,    4.103,    4.351,    1.795,    2.13 ,    8.977,    0.71 ,    3.224,    1.483
       150, positiva    ,            3, positiva    ,            3, positiva, positiva, negativa, positiva, positiva, neutra  , positiva, positiva,    6.921,    7.209,    5.608,    8.168,    7.053,    0.706,   20.464,    2.954
       151, neutra      ,            4, positiva    ,            2, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , positiva, neutra  ,    9.127,   20.418,    7.172,    5.771,    8.064,   10.801,   10.785,   10.025
       152, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,   31.34 ,   10.849,    7.47 ,    8.322,    5.381,   10.304,    4.885,    4.893
       153, positiva    ,            3, positiva    ,            3, positiva, positiva, positiva, neutra  , positiva, positiva, negativa, positiva,   10.449,   13.769,    2.11 ,    4.321,    4.921,    3.214,    4.008,    4.726
       154, positiva    ,            2, positiva    ,            3, positiva, neutra  , positiva, neutra  , neutra  , positiva, positiva, positiva,   12.975,    7.734,    3.047,   24.173,    7.363,   15.538,    6.384,    6.472
       155, positiva    ,            2, positiva    ,            3, positiva, neutra  , positiva, neutra  , neutra  , positiva, positiva, positiva,   11.845,   11.088,    2.541,  275.185,    8.414,    7.558,    9.792,    3.214
       156, negativa    ,            2, negativa    ,            3, negativa, negativa, positiva, neutra  , negativa, negativa, neutra  , negativa,   39.038,   10.874,    4.263,    8.162,    8.115,    4.997,   15.204,    7.552
       157, neutra      ,            4, positiva    ,            2, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , positiva, neutra  ,    4.399,    6.558,    2.902,    3.187,    3.193,    2.848,    2.55 ,    2.696
       158, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    5.657,    5.811,    1.893,    3.375,    2.911,    6.306,    3.849,    3.165
       159, neutra      ,            4, neutra      ,            3, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , positiva, neutra  ,    4.803,    6.881,    2.071,    3.1  ,    3.237,    2.953,   20.763,    5.256
       160, positiva    ,            2, positiva    ,            3, positiva, neutra  , positiva, neutra  , positiva, positiva, positiva, neutra  ,   11.491,    7.377,    3.099,    4.831,    5.345,    7.025,    2.468,    5.439
       161, positiva    ,            3, positiva    ,            4, positiva, negativa, positiva, positiva, positiva, positiva, positiva, positiva,    6.521,   32.361,    1.59 ,    2.826,    1.761,    3.125,    1.989,    1.526
       162, positiva    ,            3, neutra      ,            2, positiva, positiva, positiva, neutra  , neutra  , positiva, neutra  , positiva,   60.947,   23.33 ,    3.879,    9.977,    4.328,   23.509,   57.085,    8.207
       163, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, neutra  , negativa, negativa, neutra  , negativa,   14.447,    3.967,    2.042,    2.292,    3.235,    3.106,   11.019,    2.305
       164, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, negativa, positiva, negativa,    6.086,    7.011,    1.786,    3.915,    2.731,    4.383,    9.601,    4.006
       165, neutra      ,            3, neutra      ,            2, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , positiva, positiva,   10.711,   12.953,    6.479,    6.649,    6.41 ,   10.245,    6.816,    4.07
       166, positiva    ,            2, neutra      ,            2, positiva, neutra  , positiva, neutra  , neutra  , positiva, positiva, neutra  ,   17.132,    8.734,    3.522,    5.769,    7.62 ,   13.425,  146.418,    6.146
       167, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    4.341,    5.008,    2.824,    3.422,    3.32 ,    6.058,    6.849,    2.279
       168, neutra      ,            4, neutra      ,            4, neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  , neutra  ,   10.139,    4.408,    1.894,    2.084,    2.646,    7.422,    5.693,    1.99
       169, positiva    ,            3, positiva    ,            3, positiva, negativa, positiva, positiva, neutra  , positiva, positiva, positiva,   16.715,   22.923,    6.179,    9.569,    6.401,    7.925,    6.197,    7.569
       170, negativa    ,            4, negativa    ,            4, negativa, negativa, negativa, negativa, negativa, negativa, negativa, negativa,   16.5  ,   14.757,    2.509,    8.816,    4.466,    5.049,    8.523,    5.367
       171, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, neutra  , positiva, positiva,   10.292,    8.187,    4.611,    7.096,    3.982,    8.727,  112.428,    8.718
       172, negativa    ,            2, positiva    ,            2, positiva, negativa, negativa, neutra  , neutra  , negativa, positiva, positiva,    4.584,    4.644,    2.289,    1.864,    2.397,    7.533,    4.808,    4.28
       173, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    5.538,    4.025,    2.211,    3.524,    2.956,    6.665,    2.615,    2.231
       174, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    7.339,    9.517,    2.064,    4.031,    2.783,    4.357,    2.469,    2.567
       175, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, neutra  , negativa, negativa, positiva, negativa,   18.737,   10.198,    3.05 ,    7.437,    7.786,    7.801,    8.48 ,    4.856
       176, neutra      ,            3, neutra      ,            2, neutra  , neutra  , positiva, neutra  , neutra  , positiva, neutra  , positiva,   12.594,   19.03 ,    9.093,    9.082,    6.328,   18.059,  208.459,    6.152
       177, negativa    ,            2, negativa    ,            3, negativa, negativa, neutra  , neutra  , negativa, negativa, neutra  , negativa,    7.757,   10.348,    6.638,    4.501,    5.463,    4.494,    5.038,    3.798
       178, negativa    ,            3, negativa    ,            3, negativa, negativa, negativa, neutra  , negativa, negativa, neutra  , negativa,    5.301,    4.262,    3.359,    4.974,    4.477,    7.298,  131.95 ,    3.576
       179, positiva    ,            3, positiva    ,            3, positiva, neutra  , positiva, positiva, positiva, positiva, neutra  , positiva,    8.409,   15.893,    3.901,    6.193,    6.159,   32.992,    6.522,    7.631
       180, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, negativa, positiva, negativa,   11.677,   10.528,    4.179,    7.456,    4.92 ,    7.82 ,    8.881,    5.432
       181, negativa    ,            2, positiva    ,            2, neutra  , positiva, negativa, negativa, positiva, neutra  , positiva, negativa,   18.15 ,   19.887,    5.376,   10.728,    6.518,   31.555,    5.923,    7.359
       182, positiva    ,            2, positiva    ,            4, positiva, positiva, negativa, neutra  , positiva, positiva, positiva, positiva,   15.048,    6.494,    6.76 ,    8.526,    5.465,    8.942,    7.526,    4.465
       183, neutra      ,            4, positiva    ,            2, neutra  , neutra  , neutra  , neutra  , positiva, neutra  , positiva, neutra  ,    9.041,    5.029,   18.029,    5.317,    0.102,    6.64 ,  181.932,    4.664
       184, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    2.896,    2.236,    1.872,    2.066,    2.023,    2.08 ,    1.322,    1.59
       185, negativa    ,            2, neutra      ,            2, negativa, negativa, positiva, neutra  , positiva, negativa, neutra  , neutra  ,   20.843,    9.921,    1.85 ,    8.804,    4.617,    7.301,    4.472,    5.68
       186, negativa    ,            3, negativa    ,            2, negativa, negativa, negativa, neutra  , neutra  , negativa, positiva, negativa,    5.388,   15.545,    2.747,    6.662,    6.298,    3.609,    8.099,    5.398
       187, negativa    ,            4, negativa    ,            3, negativa, negativa, negativa, negativa, negativa, negativa, neutra  , negativa,   10.741,    7.705,    2.884,    6.656,    7.276,    7.482,    6.344,    6.615
       188, neutra      ,            4, positiva    ,            4, neutra  , neutra  , neutra  , neutra  , positiva, positiva, positiva, positiva,    4.12 ,    5.509,    4.12 ,    2.436,    3.502,    4.475,    5.271,    4.249
       189, positiva    ,            4, positiva    ,            4, positiva, positiva, positiva, positiva, positiva, positiva, positiva, positiva,    9.991,    4.016,    1.802,    3.692,    2.456,    2.388,    1.822,    1.584
       190, positiva    ,            2, neutra      ,            3, positiva, neutra  , positiva, neutra  , neutra  , neutra  , positiva, neutra  ,    7.271,   10.485,    2.997,    4.369,    4.805,    8.488,    2.49 ,    6.167
       191, neutra      ,            3, negativa    ,            2, neutra  , neutra  , neutra  , negativa, negativa, negativa, neutra  , neutra  ,   13.015,   17.454,    4.758,    8.23 ,    5.494,   18.295,   11.195,   13.238
       192, negativa    ,            2, negativa    ,            2, negativa, neutra  , negativa, neutra  , negativa, negativa, neutra  , neutra  ,    6.474,    2.878,    2.319,    2.772,    4.157,    8.115,    2.787,    3.617
       193, neutra      ,            3, positiva    ,            2, neutra  , neutra  , positiva, neutra  , positiva, neutra  , positiva, neutra  ,   20.601,    4.997,    1.944,    1.909,    3.903,    8.342,    2.895,    2.815
       194, negativa    ,            2, positiva    ,            2, positiva, neutra  , negativa, negativa, neutra  , negativa, positiva, positiva,   35.204,   13.132,    3.196,    3.47 ,    3.561,    4.964,    1.743,    2.607
       195, neutra      ,            3, neutra      ,            2, neutra  , neutra  , positiva, neutra  , neutra  , neutra  , positiva, positiva,   10.126,   16.119,    5.408,    8.871,    9.106,   12.443,  249.724,    8.008
       196, positiva    ,            2, positiva    ,            4, positiva, negativa, negativa, positiva, positiva, positiva, positiva, positiva,    5.737,    3.55 ,    3.361,    5.339,    3.11 ,    4.729,   18.492,    4.679
       197, neutra      ,            2, neutra      ,            3, neutra  , neutra  , negativa, positiva, neutra  , neutra  , positiva, neutra  ,   10.227,   20.068,    2.108,   11.913,    3.922,    4.196,    1.841,    5.824
       198, negativa    ,            2, neutra      ,            3, positiva, negativa, negativa, neutra  , neutra  , neutra  , positiva, neutra  ,    7.456,    7.265,    6.432,    3.021,    3.385,    5.637,    1.266,    3.071
